DATE,Close,Index_predicted,Return,mean_of_group,r_cat,top_pred,top_prob
2017-08-28,2444.24,2448.9047066433777,0.00048709604797259054,0.0009674105688525431,"(0.000234, 0.0017]",0.0023964743428819806,0.5287495851516724
2017-08-29,2446.3,2428.648758518117,0.0008427977612674997,0.0009674105688525431,"(0.000234, 0.0017]",-0.006378768648693483,0.7698310613632202
2017-08-30,2457.59,2452.162495184992,0.004615133058087695,0.003913357467358695,"(0.00317, 0.00464]",0.0023964743428819806,0.7975361943244934
2017-08-31,2471.65,2463.4795513803233,0.005721051924853171,0.005360160433452178,"(0.00464, 0.00611]",0.0023964743428819806,0.6018965244293213
2017-09-01,2476.55,2474.041100332505,0.0019824813383773066,0.0023964743428819806,"(0.0017, 0.00317]",0.0009674105688525431,0.7087635397911072
2017-09-05,2457.85,2475.3502154257044,-0.007550826754961659,-0.007864919323208085,"(-0.00858, -0.00711]",-0.00048445804619154224,0.9997431635856628
2017-09-06,2465.54,2456.659274791168,0.003128750737433128,0.0023964743428819806,"(0.0017, 0.00317]",-0.00048445804619154224,0.999395489692688
2017-09-07,2465.1,2464.3455493087927,-0.00017845989113951521,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.00048445804619154224,0.990730345249176
2017-09-08,2461.43,2463.9057624703332,-0.001488783416494277,-0.0019523752805196924,"(-0.0027, -0.00124]",-0.00048445804619154224,0.5215396881103516
2017-09-11,2488.11,2445.7291074850464,0.01083922760346634,0.011210038494014293,"(0.0105, 0.012]",-0.006378768648693483,0.9007479548454285
2017-09-12,2496.48,2494.072691777268,0.003363999180100441,0.003913357467358695,"(0.00317, 0.00464]",0.0023964743428819806,0.9736290574073792
2017-09-13,2498.37,2495.270560176844,0.0007570659488558285,0.0009674105688525431,"(0.000234, 0.0017]",-0.00048445804619154224,0.4885580837726593
2017-09-14,2495.62,2497.1596445511364,-0.0011007176679195263,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.00048445804619154224,0.823627233505249
2017-09-15,2500.23,2498.0342891638397,0.0018472363580994688,0.0023964743428819806,"(0.0017, 0.00317]",0.0009674105688525431,0.5296000242233276
2017-09-18,2503.87,2491.7116965505165,0.0014558660603223306,0.0009674105688525431,"(0.000234, 0.0017]",-0.0034070079350633593,0.9921889305114746
2017-09-19,2506.65,2509.8704602129114,0.0011102812845715793,0.0009674105688525431,"(0.000234, 0.0017]",0.0023964743428819806,0.6012234091758728
2017-09-20,2508.24,2512.657122411585,0.0006343127281429606,0.0009674105688525431,"(0.000234, 0.0017]",0.0023964743428819806,0.4968772828578949
2017-09-21,2500.6,2514.25093280579,-0.003045960514145296,-0.0034070079350633593,"(-0.00417, -0.0027]",0.0023964743428819806,0.8926085829734802
2017-09-22,2502.22,2492.0804359575804,0.0006478445173156988,0.0009674105688525431,"(0.000234, 0.0017]",-0.0034070079350633593,0.5242637395858765
2017-09-25,2496.66,2482.540241571082,-0.002222026840165925,-0.0019523752805196924,"(-0.0027, -0.00124]",-0.007864919323208085,0.9650397300720215
2017-09-26,2496.84,2502.6431816328995,7.209632068461147e-05,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0023964743428819806,0.5316234230995178
2017-09-27,2507.04,2477.202554837041,0.004085163646849521,0.003913357467358695,"(0.00317, 0.00464]",-0.007864919323208085,0.4928375780582428
2017-09-28,2510.06,2502.145317076726,0.0012046078243665992,0.0009674105688525431,"(0.000234, 0.0017]",-0.0019523752805196924,0.6329257488250732
2017-09-29,2519.36,2497.765686129762,0.0037050907149631662,0.003913357467358695,"(0.00317, 0.00464]",-0.00489801593198495,0.981808602809906
2017-10-02,2529.12,2518.139475776747,0.0038739997459671383,0.003913357467358695,"(0.00317, 0.00464]",-0.00048445804619154224,0.9808711409568787
2017-10-03,2534.58,2524.182208630532,0.002158853672423522,0.0023964743428819806,"(0.0017, 0.00317]",-0.0019523752805196924,0.501542329788208
2017-10-04,2537.74,2540.6540559399814,0.0012467548864110167,0.0009674105688525431,"(0.000234, 0.0017]",0.0023964743428819806,0.9908837676048279
2017-10-05,2552.07,2536.5105714378574,0.005646756562926125,0.005360160433452178,"(0.00464, 0.00611]",-0.00048445804619154224,0.9988852143287659
2017-10-06,2549.33,2565.7495046374,-0.0010736382622734686,-0.00048445804619154224,"(-0.00124, 0.000234]",0.005360160433452178,0.8861767053604126
2017-10-09,2544.73,2544.3527511261127,-0.001804395664743219,-0.0019523752805196924,"(-0.0027, -0.00124]",-0.0019523752805196924,0.619430422782898
2017-10-10,2550.64,2550.8283801545617,0.002322446782173193,0.0023964743428819806,"(0.0017, 0.00317]",0.0023964743428819806,0.7455450892448425
2017-10-11,2555.24,2556.752543317928,0.001803468933287311,0.0023964743428819806,"(0.0017, 0.00317]",0.0023964743428819806,0.36536073684692383
2017-10-12,2550.93,2554.0020934220493,-0.0016867300136190755,-0.0019523752805196924,"(-0.0027, -0.00124]",-0.00048445804619154224,0.8267558813095093
2017-10-13,2553.17,2549.6941814362285,0.0008781111202582625,0.0009674105688525431,"(0.000234, 0.0017]",-0.00048445804619154224,0.9996633529663086
2017-10-16,2557.64,2551.933096250205,0.0017507647356032052,0.0023964743428819806,"(0.0017, 0.00317]",-0.00048445804619154224,0.9986953139305115
2017-10-17,2559.36,2563.7693186383285,0.0006724949562879612,0.0009674105688525431,"(0.000234, 0.0017]",0.0023964743428819806,0.7438969016075134
2017-10-18,2561.26,2558.120097454899,0.0007423730932734074,0.0009674105688525431,"(0.000234, 0.0017]",-0.00048445804619154224,0.9401544332504272
2017-10-19,2562.1,2560.0191769846115,0.0003279635804251946,0.0009674105688525431,"(0.000234, 0.0017]",-0.00048445804619154224,0.9055069088935852
2017-10-20,2575.21,2568.2400069138976,0.005116896296007312,0.005360160433452178,"(0.00464, 0.00611]",0.0023964743428819806,0.5763599276542664
2017-10-23,2564.98,2585.287717283517,-0.0039724915637947555,-0.0034070079350633593,"(-0.00417, -0.0027]",0.003913357467358695,0.7016198039054871
2017-10-24,2569.13,2556.2410927867213,0.0016179463387628878,0.0009674105688525431,"(0.000234, 0.0017]",-0.0034070079350633593,0.37802523374557495
2017-10-25,2557.15,2548.9239998191665,-0.004663057143858063,-0.00489801593198495,"(-0.00564, -0.00417]",-0.007864919323208085,0.4469110369682312
2017-10-26,2560.4,2555.9111681071813,0.0012709461705413538,0.0009674105688525431,"(0.000234, 0.0017]",-0.00048445804619154224,0.9998385906219482
